isin,per_isin_id,issuer_name,issuer_sector,bond_label,bond_amount,bond_currency,bond_USD_amount,total_USD_allocated,pre_icma_category,pre_category_as_reported,pre_subcategory,pre_subcategory_as_reported,pre_subcategory_description,pre_eligibility_criteria,pre_exclusions,post_icma_category,post_category_as_reported,post_subcategory,post_subcategory_as_reported,post_allocation_detail,eu_tax_category,post_allocation_value,post_allocation_currency,post_allocation_USD,post_allocation_share_of_total,pre_source_detail,post_source_detail,source_trail
US45203MKZ31,7,Illinois Housing Development Authority,SSA,Social,1505000,USD,1505000.0,,Affordable Housing,Access to Essential Services,Social Housing,Special Needs Housing,"Housing designed for persons with mobility impairments, sensory impairments, and other special needs with enhanced accessibility features","Pages 312-313 contain eligibility criteria and requirements for IHDA Multifamily Social/Sustainability Bond program, not a financial allocation table with specific amounts; No specific dollar amounts are listed in these pages - the content describes program requirements, accessibility standards, and eligibility criteria; Key requirements identified: LIHTC requirement for all projects, 10% mobility impairment units, 20% adaptable dwelling units, 2% sensory impairment units, green design requirements, broadband infrastructure; Universal Design requires 10 additional items above code in 100% of units; Rehabilitation projects require Physical Needs Assessment (PNA)",,,,,,,,,,,,https://source.arctal.ai/entities/illinois-housing-development-authority/bond-prospectus__2023__official-illinois-housing-development-authority-195-million__2023-02-28__82c5f66ac463.pdf#page=312,,
US45203MRS25,1,Illinois Housing Development Authority,SSA,Social,1990000,USD,1990000.0,,Affordable Housing,Affordable Housing,Low-income Housing,Single Family Mortgages,Mortgage loans to borrowers with income below 80% of Area Median Income,,,,,,,,,,,,,https://source.arctal.ai/entities/illinois-housing-development-authority/bond-prospectus__2023__official-illinois-housing-development-authority-275-000-000__2023-10-04__b8fdc4d52c66.pdf#page=305,,
US45203MRS25,2,Illinois Housing Development Authority,SSA,Social,1990000,USD,1990000.0,,Affordable Housing,Green Buildings,Low-income Housing,Green Buildings,Finance affordable multifamily rental housing projects benefiting from LIHTC allocation that include energy efficiency features - LIHTC affordable housing with green building requirements,,,,,,,,,,,,,https://source.arctal.ai/entities/illinois-housing-development-authority/bond-prospectus__2023__official-illinois-housing-development-authority-275-000-000__2023-10-04__b8fdc4d52c66.pdf#page=301,,
US45203MRS25,3,Illinois Housing Development Authority,SSA,Social,1990000,USD,1990000.0,,Affordable Housing,Affordable Housing,Low-income Housing,Multifamily LIHTC Housing,"Refinance affordable, multifamily rental housing projects benefiting from LIHTC allocation - LIHTC affordable housing",,,,,,,,,,,,,https://source.arctal.ai/entities/illinois-housing-development-authority/bond-prospectus__2023__official-illinois-housing-development-authority-275-000-000__2023-10-04__b8fdc4d52c66.pdf#page=301,,
US20364NFM48,1,Maryland Community Development Administration,SSA,Sustainability,70000,USD,70000.0,,Affordable Housing,Affordable Housing,Low-income Housing,Affordable Housing,Low Income Housing Tax Credit developments with income restrictions (60% or 80% AMI thresholds),"Categories extracted from Maryland Community Development Administration sustainability bond framework requirements.; Key eligibility thresholds identified: 60%/80% AMI for LIHTC, 15% energy savings or SIR 2.0 for rehabilitation, Energy Star certification requirements, 1.28 gpf/2.0 gpm water efficiency standards.; 2023 Guide adds EV charging station requirement and enhanced HVAC efficiency (10% above code minimum or Energy Star qualified).",,,,,,,,,,,,https://source.arctal.ai/entities/community-development-administration/bond-prospectus__2026__official-issuance-3-675-000-series-1-fannie-mae-mbs-secured__2026-02-10__4d3357bd4f3a.pdf#page=10,,
US20364NFM48,2,Maryland Community Development Administration,SSA,Sustainability,70000,USD,70000.0,,Green Buildings,Energy Efficiency,New Buildings,Energy Efficiency,"Energy Star Certified Homes or Multifamily New Construction with central/split HVAC, sealed/insulated ducting, Energy Star appliances, LED lighting, and qualified windows","Categories extracted from Maryland Community Development Administration sustainability bond framework requirements.; Key eligibility thresholds identified: 60%/80% AMI for LIHTC, 15% energy savings or SIR 2.0 for rehabilitation, Energy Star certification requirements, 1.28 gpf/2.0 gpm water efficiency standards.; 2023 Guide adds EV charging station requirement and enhanced HVAC efficiency (10% above code minimum or Energy Star qualified).",,,,,,,,,,,,https://source.arctal.ai/entities/community-development-administration/bond-prospectus__2026__official-issuance-3-675-000-series-1-fannie-mae-mbs-secured__2026-02-10__4d3357bd4f3a.pdf#page=10,,
US20364NFM48,3,Maryland Community Development Administration,SSA,Sustainability,70000,USD,70000.0,,Green Buildings,Green Buildings,New Buildings,Green Buildings,"Developments meeting water efficiency standards (1.28 gpf toilets, 2.0 gpm fixtures), construction waste recycling, low-VOC materials, CFC-free HVAC, and FEMA flood zone restrictions","Categories extracted from Maryland Community Development Administration sustainability bond framework requirements.; Key eligibility thresholds identified: 60%/80% AMI for LIHTC, 15% energy savings or SIR 2.0 for rehabilitation, Energy Star certification requirements, 1.28 gpf/2.0 gpm water efficiency standards.; 2023 Guide adds EV charging station requirement and enhanced HVAC efficiency (10% above code minimum or Energy Star qualified).",,,,,,,,,,,,https://source.arctal.ai/entities/community-development-administration/bond-prospectus__2026__official-issuance-3-675-000-series-1-fannie-mae-mbs-secured__2026-02-10__4d3357bd4f3a.pdf#page=10,,
US59447NAD84,1,Michigan Finance Authority,SSA,Green,2150000,USD,2150000.0,,Energy Efficiency,Energy Efficiency,Heat Pumps,Energy Efficiency,"Central Utility Plant (CUP) - closed loop heating and cooling system with heat pumps, cooling systems, and pipeline network for Henry Ford Health Detroit South Campus. Excludes backup generator (≤5% natural gas).",,,,,,,,,,,,,https://source.arctal.ai/entities/michigan-finance-authority/bond-prospectus__2024__official-249-345-million-michigan-finance-authority-act-38__2024-03-26__018b203369f7.pdf#page=591,,
US91802RJK68,1,Utility Debt Securitization Authority,Financial Services,Sustainability,17835000,USD,17835000.0,,Climate Change Adaptation,Climate Change Adaptation,Resilient Infrastructure,Long-Term Planning and Performance,A Climate Change Vulnerability assessment was completed in March 2024 and informed development of the comprehensive Climate Change Resilience Plan released in September 2024; The Emergency Response Plan is kept up to date; System reliability metrics are tracked to ensure accountability; targets include duration and frequency of service interruptions under varying conditions,,,,,,,,,,,,,https://source.arctal.ai/entities/utility-debt-securitization-authority/bond-prospectus__2025__official-utility-debt-securitization-authority-1-089-865__2025-12-05__edaefb4fb267.pdf#page=160,,
US91802RJK68,2,Utility Debt Securitization Authority,Financial Services,Sustainability,17835000,USD,17835000.0,,Climate Change Adaptation,Climate Change Adaptation,Resilient Infrastructure,Infrastructure Investments,"Upgrades to physical infrastructure, including projects financed by the 2025TE-1 Restructuring Bonds, enhance grid resilience and include: Utility poles strengthened to withstand high winds; Upsized transformers to increase capacity to handle extreme heat; Automated sectionalizing switches to limit impacts of localized outages; Mitigate flood risk with seawalls or relocate infrastructure; Undergrounding transmission cables to add redundant storm-hardened paths to substations; Vegetation management program to reduce outages caused by trees and vines",,,,,,,,,,,,,https://source.arctal.ai/entities/utility-debt-securitization-authority/bond-prospectus__2025__official-utility-debt-securitization-authority-1-089-865__2025-12-05__edaefb4fb267.pdf#page=160,,
US91802RJK68,3,Utility Debt Securitization Authority,Financial Services,Sustainability,17835000,USD,17835000.0,,Energy Efficiency,Climate Change Adaptation,Smart Grids,Advanced Grid Management,Investments in Advanced Distribution Management System software improve outage detection and response times for service restoration; Online monitoring systems for key assets such as substation transformers provide real-time indicators of performance and maintenance needs; Advanced metering infrastructure provides meter-level voltage monitoring and helps avoid low-voltage issues on high-heat days,,,,,,,,,,,,,https://source.arctal.ai/entities/utility-debt-securitization-authority/bond-prospectus__2025__official-utility-debt-securitization-authority-1-089-865__2025-12-05__edaefb4fb267.pdf#page=160,,
US91802RJK68,4,Utility Debt Securitization Authority,Financial Services,Sustainability,17835000,USD,17835000.0,,Renewable Energy,Energy Efficiency,Renewable Energy Transmission,Clean Grid Infrastructure (Transmission & Distribution) - Grid Transformation to Accommodate Renewables,"Improvements to the electrical grid to accommodate more renewable energy including transmission system upgrades to facilitate interconnection between offshore wind generation and the rest of the state, install substation and local transmission systems, and plan for and install storage capacity",,,,,,,,,,,,,https://source.arctal.ai/entities/utility-debt-securitization-authority/bond-prospectus__2025__official-utility-debt-securitization-authority-1-089-865__2025-12-05__edaefb4fb267.pdf#page=159,,
US958792FJ70,1,Water Authority of Western Nassau County,Water Utilities,Green,450000,USD,450000.0,,Climate Change Adaptation,Sustainable Water and Wastewater Management,Emergency Preparedness,Energy Efficiency,Emergency generators at critical well stations and two emergency generator units at two key baseload stations,,,,,,,,,,,,,https://source.arctal.ai/entities/water-authority-of-western-nassau-county/bond-prospectus__2021__official-water-authority-western-nassau-county-95-455-000__2021-06-03__579a20ce6771.pdf#page=13,,
US958792FJ70,2,Water Authority of Western Nassau County,Water Utilities,Green,450000,USD,450000.0,,Sustainable Water and Wastewater Management,Sustainable Water and Wastewater Management,Clean/Drinking Water Supply,Water Treatment,"Construction of new wellhead treatments for removal of man-made emerging contaminants at eleven baseload wells using air stripper towers, GAC vessels and AOP reactors",,,,,,,,,,,,,https://source.arctal.ai/entities/water-authority-of-western-nassau-county/bond-prospectus__2021__official-water-authority-western-nassau-county-95-455-000__2021-06-03__579a20ce6771.pdf#page=13,,
US958792FJ70,3,Water Authority of Western Nassau County,Water Utilities,Green,450000,USD,450000.0,,Sustainable Water and Wastewater Management,Sustainable Water and Wastewater Management,Clean/Drinking Water Supply,Well Infrastructure,Rehabilitation of 5 wells located at four sites with air stripper towers and installation of control modifications at all baseload wells,,,,,,,,,,,,,https://source.arctal.ai/entities/water-authority-of-western-nassau-county/bond-prospectus__2021__official-water-authority-western-nassau-county-95-455-000__2021-06-03__579a20ce6771.pdf#page=13,,
US958792FJ70,4,Water Authority of Western Nassau County,Water Utilities,Green,450000,USD,450000.0,,Sustainable Water and Wastewater Management,Sustainable Water and Wastewater Management,Water Distribution,Water Distribution Infrastructure,Rehabilitation of elevated 1.5 million gallon storage tank maintaining system pressures and providing emergency water,,,,,,,,,,,,,https://source.arctal.ai/entities/water-authority-of-western-nassau-county/bond-prospectus__2021__official-water-authority-western-nassau-county-95-455-000__2021-06-03__579a20ce6771.pdf#page=13,,
US958792FJ70,5,Water Authority of Western Nassau County,Water Utilities,Green,450000,USD,450000.0,,Sustainable Water and Wastewater Management,Sustainable Water and Wastewater Management,Water Distribution,Radio Read Metering,"Implementation of full scale radio read metering program for faster accurate consumption readings, leak detection, reduced labor/travel time and gasoline usage",,,,,,,,,,,,,https://source.arctal.ai/entities/water-authority-of-western-nassau-county/bond-prospectus__2021__official-water-authority-western-nassau-county-95-455-000__2021-06-03__579a20ce6771.pdf#page=13,,
US958792FS79,1,Water Authority of Western Nassau County,Water Utilities,Green,7110000,USD,7110000.0,,Sustainable Water and Wastewater Management,Sustainable Water and Wastewater Management,Clean/Drinking Water Supply,Wellhead Treatment - Emerging Contaminants,"Construction of new wellhead treatments for removal of man-made emerging contaminants at eleven baseload wells using air stripper towers, GAC vessels and AOP reactors",,,,,,,,,,,,,https://source.arctal.ai/entities/water-authority-of-western-nassau-county/bond-prospectus__2021__official-water-authority-western-nassau-county-95-455-000__2021-06-03__579a20ce6771.pdf#page=13,,
US958792FS79,2,Water Authority of Western Nassau County,Water Utilities,Green,7110000,USD,7110000.0,,Sustainable Water and Wastewater Management,Sustainable Water and Wastewater Management,Clean/Drinking Water Supply,Well Rehabilitations - VOC Removal,Rehabilitation of 5 wells at four sites with air stripper towers to remove Volatile Organic Compounds and installation of two emergency generator units at two key baseload stations,,,,,,,,,,,,,https://source.arctal.ai/entities/water-authority-of-western-nassau-county/bond-prospectus__2021__official-water-authority-western-nassau-county-95-455-000__2021-06-03__579a20ce6771.pdf#page=13,,
