isin,per_isin_id,issuer_name,bond_amount,bond_currency,bond_USD_amount,post_icma_category,impact_metric,impact_type,impact_value,impact_unit,impact_per_million_USD,review_notes,post_source_detail,source_trail
MX91CM2S0009,2,Inversiones CMPC S.A.,1600000000,MXN,93434334.29,Bond-Wide,Area under biodiversity management,Environmental,415441,ha,4446.341949,,https://source.arctal.ai/entities/cmpc/alloc-report__2023__cmpc-sustainable-financing-impact-detailing-impact-proceeds__2024-01-XX__7fa7c72f0dea.pdf#page=29,"StandardMetric: true | StandardUnit: true | PerMillionUSD: 415,441.00 ha (from source, denom=bond, entry=bond_total); 415,441.00 / 93.4M USD = 4,446.34 ha/$M

Extraction notes:
Group-level conservation area (p5 2024 report, 2024 actual)

Additional sources: https://source.arctal.ai/entities/cmpc/alloc-report__2024__cmpc-april-2025-sustainable-financing-impact-details__2025-04-XX__086ac1226f99.pdf#page=5; https://source.arctal.ai/entities/cmpc/alloc-report__2024__cmpc-april-2025-sustainable-financing-impact-details__2025-04-XX__086ac1226f99.pdf#page=29; https://source.arctal.ai/entities/cmpc/alloc-report__2023__cmpc-sustainable-financing-impact-detailing-impact-proceeds__2024-01-XX__7fa7c72f0dea.pdf#page=23"
MX91CM2S0009,3,Inversiones CMPC S.A.,1600000000,MXN,93434334.29,Bond-Wide,Annual energy savings,Environmental,11974,MWh,128.154175,,https://source.arctal.ai/entities/cmpc/alloc-report__2023__cmpc-sustainable-financing-impact-detailing-impact-proceeds__2024-01-XX__7fa7c72f0dea.pdf#page=29,"StandardMetric: true | StandardUnit: true | PerMillionUSD: 11,974.00 MWh (from source, denom=bond, entry=bond_total); 11,974.00 / 93.4M USD = 128.15 MWh/$M

Extraction notes:
Sum of project-level savings (p29 2024 report): compressor 1,414 + solar 560 + electro-pump 10,000 MWh/year

Additional sources: https://source.arctal.ai/entities/cmpc/alloc-report__2024__cmpc-april-2025-sustainable-financing-impact-details__2025-04-XX__086ac1226f99.pdf#page=5; https://source.arctal.ai/entities/cmpc/alloc-report__2024__cmpc-april-2025-sustainable-financing-impact-details__2025-04-XX__086ac1226f99.pdf#page=29; https://source.arctal.ai/entities/cmpc/alloc-report__2023__cmpc-sustainable-financing-impact-detailing-impact-proceeds__2024-01-XX__7fa7c72f0dea.pdf#page=23"
MX91CM2S0009,4,Inversiones CMPC S.A.,1600000000,MXN,93434334.29,Bond-Wide,Annual GHG emissions reduced/avoided/sequestered,Environmental,473000,tCO2e,5062.378874,"Trail states this is an 'expected lifetime reduction' from the BioCMPC project, but the metric name says 'Annual GHG emissions reduced/avoided'. If 473,000 tCO2e is a lifetime figure rather than annual, the metric name is misleading. Additionally, the per $M figure of 5,062 tCO2e/$M is extremely high for an annual metric, which supports the possibility this is a cumulative/lifetime figure being reported as annual.; PMU 5062 exceeds Bond-Wide cap 5000",https://source.arctal.ai/entities/cmpc/alloc-report__2023__cmpc-sustainable-financing-impact-detailing-impact-proceeds__2024-01-XX__7fa7c72f0dea.pdf#page=29,"StandardMetric: true | StandardUnit: true | PerMillionUSD: 473,000.00 tCO2e (from source, denom=bond, entry=bond_total); 473,000.00 / 93.4M USD = 5,062.38 tCO2e/$M | Cap: PMU 5062 exceeds Bond-Wide cap 5000

Extraction notes:
BioCMPC project target (p24 2023 report) - expected lifetime reduction

Additional sources: https://source.arctal.ai/entities/cmpc/alloc-report__2024__cmpc-april-2025-sustainable-financing-impact-details__2025-04-XX__086ac1226f99.pdf#page=5; https://source.arctal.ai/entities/cmpc/alloc-report__2024__cmpc-april-2025-sustainable-financing-impact-details__2025-04-XX__086ac1226f99.pdf#page=29; https://source.arctal.ai/entities/cmpc/alloc-report__2023__cmpc-sustainable-financing-impact-detailing-impact-proceeds__2024-01-XX__7fa7c72f0dea.pdf#page=23"
MX91CM2S0009,5,Inversiones CMPC S.A.,1600000000,MXN,93434334.29,Bond-Wide,Amount of waste treated,Environmental,140512,tonnes,1503.858309,"Trail says 'waste to landfill reduction' which implies waste diverted from landfill or waste reduced, not necessarily 'waste treated'. Possible metric name mismatch but no arithmetic error detected.",https://source.arctal.ai/entities/cmpc/alloc-report__2023__cmpc-sustainable-financing-impact-detailing-impact-proceeds__2024-01-XX__7fa7c72f0dea.pdf#page=29,"StandardMetric: true | StandardUnit: true | PerMillionUSD: 140,512.00 tonnes (from source, denom=bond, entry=bond_total); 140,512.00 / 93.4M USD = 1,503.86 tonnes/$M

Extraction notes:
Group-level waste to landfill reduction (p5 2024 report, 2024 actual)

Additional sources: https://source.arctal.ai/entities/cmpc/alloc-report__2024__cmpc-april-2025-sustainable-financing-impact-details__2025-04-XX__086ac1226f99.pdf#page=5; https://source.arctal.ai/entities/cmpc/alloc-report__2024__cmpc-april-2025-sustainable-financing-impact-details__2025-04-XX__086ac1226f99.pdf#page=29; https://source.arctal.ai/entities/cmpc/alloc-report__2023__cmpc-sustainable-financing-impact-detailing-impact-proceeds__2024-01-XX__7fa7c72f0dea.pdf#page=23"
US46143NAB64,1,Investment Energy Resources,700000000,USD,700000000.0,Bond-Wide,Installed renewable energy capacity,Environmental,769.5,MW,1.099286,"Summing all project-level capacities: 80 + 50 + 126 + 44 + 23.5 + 70 + 52.5 + 16 + 301 = 763.0 MW. The bond-wide total of 769.5 MW does not match the sum of the 9 project-level values (763.0 MW). There may be a 10th project (USD 2.2M allocation) not reported individually, which could account for the 6.5 MW difference.",https://source.arctal.ai/entities/investment-energy-resources-corporacion-multi-inve/alloc-report__2025__sustainalytics-fourth-review-2026-impact-reporting-cmi__2026-02-18__ff3e5182a29b.pdf#page=4,"StandardMetric: true | StandardUnit: true | PerMillionUSD: 769.50 MW (from source, denom=bond, entry=bond_total); 769.50 / 700.0M USD = 1.10 MW/$M

Extraction notes:
p6: Total installed capacity across all 10 projects. Bond-specific value.

Additional sources: https://source.arctal.ai/entities/investment-energy-resources-corporacion-multi-inve/alloc-report__2025__sustainalytics-fourth-review-2026-impact-reporting-cmi__2026-02-18__ff3e5182a29b.pdf#page=6"
US46143NAB64,2,Investment Energy Resources,700000000,USD,700000000.0,Bond-Wide,Annual renewable energy generation,Environmental,2214300,MWh,3163.285714,"Summing project-level generation: 305,000 + 179,400 + 342,800 + 157,300 + 19,200 + 137,600 + 90,200 + 49,600 + 921,700 = 2,202,800 MWh. Bond-wide total is 2,214,300 MWh, a difference of 11,500 MWh. This may be attributable to the 10th project not individually reported. The trail notes '769.5 MW would be 0.0003% CF which is impossible' which appears to be a stray note (actual CF is 2,214,300/(769.5×8760) = 32.8%, reasonable). No correction suggested as the discrepancy likely reflects the missing 10th project.",https://source.arctal.ai/entities/investment-energy-resources-corporacion-multi-inve/alloc-report__2025__sustainalytics-fourth-review-2026-impact-reporting-cmi__2026-02-18__ff3e5182a29b.pdf#page=4,"StandardMetric: true | StandardUnit: true | PerMillionUSD: 2,214,300.00 MWh (from source, denom=bond, entry=bond_total); 2,214,300.00 / 700.0M USD = 3,163.29 MWh/$M

Extraction notes:
p6: stated as 2,214.3 MWh but converted to 2,214,300 MWh (GWh→MWh ×1000) based on capacity factor analysis - 2,214 MWh for 769.5 MW would be 0.0003% CF which is impossible. Bond-specific value.

Additional sources: https://source.arctal.ai/entities/investment-energy-resources-corporacion-multi-inve/alloc-report__2025__sustainalytics-fourth-review-2026-impact-reporting-cmi__2026-02-18__ff3e5182a29b.pdf#page=6"
US46143NAB64,3,Investment Energy Resources,700000000,USD,700000000.0,Renewable Energy,Installed renewable energy capacity,Environmental,80,MW,0.114286,,https://source.arctal.ai/entities/investment-energy-resources-corporacion-multi-inve/alloc-report__2025__sustainalytics-fourth-review-2026-impact-reporting-cmi__2026-02-18__ff3e5182a29b.pdf#page=5,"StandardMetric: true | StandardUnit: true | PerMillionUSD: 80.00 MW (from source, denom=bond, entry=project); 80.00 / 700.0M USD = 0.11 MW/$M

Extraction notes:
p6: Alisios Plants wind project capacity. Bond-specific value."
US46143NAB64,4,Investment Energy Resources,700000000,USD,700000000.0,Renewable Energy,Annual renewable energy generation,Environmental,305000,MWh,435.714286,"Trail says 'converted to 305,000 MWh (GWh→MWh ×1000)' from source value 305.0. If source was 305 GWh, conversion should be ×1000 = 305,000 MWh. Math is correct. However, capacity factor check: 305,000 MWh / (80 MW × 8760 h) = 43.5% CF, which is reasonable for wind.",https://source.arctal.ai/entities/investment-energy-resources-corporacion-multi-inve/alloc-report__2025__sustainalytics-fourth-review-2026-impact-reporting-cmi__2026-02-18__ff3e5182a29b.pdf#page=5,"StandardMetric: true | StandardUnit: true | PerMillionUSD: 305,000.00 MWh (from source, denom=bond, entry=project); 305,000.00 / 700.0M USD = 435.71 MWh/$M

Extraction notes:
p6: stated as 305.0 MWh but converted to 305,000 MWh (GWh→MWh ×1000). Bond-specific value."
US46143NAB64,5,Investment Energy Resources,700000000,USD,700000000.0,Renewable Energy,Installed renewable energy capacity,Environmental,50,MW,0.071429,,https://source.arctal.ai/entities/investment-energy-resources-corporacion-multi-inve/alloc-report__2025__sustainalytics-fourth-review-2026-impact-reporting-cmi__2026-02-18__ff3e5182a29b.pdf#page=5,"StandardMetric: true | StandardUnit: true | PerMillionUSD: 50.00 MW (from source, denom=bond, entry=project); 50.00 / 700.0M USD = 0.07 MW/$M

Extraction notes:
p6: Orosi wind project capacity. Bond-specific value."
US46143NAB64,6,Investment Energy Resources,700000000,USD,700000000.0,Renewable Energy,Annual renewable energy generation,Environmental,179400,MWh,256.285714,,https://source.arctal.ai/entities/investment-energy-resources-corporacion-multi-inve/alloc-report__2025__sustainalytics-fourth-review-2026-impact-reporting-cmi__2026-02-18__ff3e5182a29b.pdf#page=5,"StandardMetric: true | StandardUnit: true | PerMillionUSD: 179,400.00 MWh (from source, denom=bond, entry=project); 179,400.00 / 700.0M USD = 256.29 MWh/$M

Extraction notes:
p6: stated as 179.4 MWh but converted to 179,400 MWh (GWh→MWh ×1000). Bond-specific value."
US46143NAB64,7,Investment Energy Resources,700000000,USD,700000000.0,Renewable Energy,Installed renewable energy capacity,Environmental,126,MW,0.18,,https://source.arctal.ai/entities/investment-energy-resources-corporacion-multi-inve/alloc-report__2025__sustainalytics-fourth-review-2026-impact-reporting-cmi__2026-02-18__ff3e5182a29b.pdf#page=5,"StandardMetric: true | StandardUnit: true | PerMillionUSD: 126.00 MW (from source, denom=bond, entry=project); 126.00 / 700.0M USD = 0.18 MW/$M

Extraction notes:
p6: CdH wind project capacity. Bond-specific value."
US46143NAB64,8,Investment Energy Resources,700000000,USD,700000000.0,Renewable Energy,Annual renewable energy generation,Environmental,342800,MWh,489.714286,,https://source.arctal.ai/entities/investment-energy-resources-corporacion-multi-inve/alloc-report__2025__sustainalytics-fourth-review-2026-impact-reporting-cmi__2026-02-18__ff3e5182a29b.pdf#page=5,"StandardMetric: true | StandardUnit: true | PerMillionUSD: 342,800.00 MWh (from source, denom=bond, entry=project); 342,800.00 / 700.0M USD = 489.71 MWh/$M

Extraction notes:
p6: stated as 342.8 MWh but converted to 342,800 MWh (GWh→MWh ×1000). Bond-specific value."
US46143NAB64,9,Investment Energy Resources,700000000,USD,700000000.0,Renewable Energy,Installed renewable energy capacity,Environmental,44,MW,0.062857,,https://source.arctal.ai/entities/investment-energy-resources-corporacion-multi-inve/alloc-report__2025__sustainalytics-fourth-review-2026-impact-reporting-cmi__2026-02-18__ff3e5182a29b.pdf#page=5,"StandardMetric: true | StandardUnit: true | PerMillionUSD: 44.00 MW (from source, denom=bond, entry=project); 44.00 / 700.0M USD = 0.06 MW/$M

Extraction notes:
p6: Eolo wind project capacity. Bond-specific value."
US46143NAB64,10,Investment Energy Resources,700000000,USD,700000000.0,Renewable Energy,Annual renewable energy generation,Environmental,157300,MWh,224.714286,,https://source.arctal.ai/entities/investment-energy-resources-corporacion-multi-inve/alloc-report__2025__sustainalytics-fourth-review-2026-impact-reporting-cmi__2026-02-18__ff3e5182a29b.pdf#page=5,"StandardMetric: true | StandardUnit: true | PerMillionUSD: 157,300.00 MWh (from source, denom=bond, entry=project); 157,300.00 / 700.0M USD = 224.71 MWh/$M

Extraction notes:
p6: stated as 157.3 MWh but converted to 157,300 MWh (GWh→MWh ×1000). Bond-specific value."
US46143NAB64,11,Investment Energy Resources,700000000,USD,700000000.0,Renewable Energy,Installed renewable energy capacity,Environmental,23.5,MW,0.033571,,https://source.arctal.ai/entities/investment-energy-resources-corporacion-multi-inve/alloc-report__2025__sustainalytics-fourth-review-2026-impact-reporting-cmi__2026-02-18__ff3e5182a29b.pdf#page=5,"StandardMetric: true | StandardUnit: true | PerMillionUSD: 23.50 MW (from source, denom=bond, entry=project); 23.50 / 700.0M USD = 0.03 MW/$M

Extraction notes:
p6: PESRL wind project capacity. Bond-specific value."
US46143NAB64,12,Investment Energy Resources,700000000,USD,700000000.0,Renewable Energy,Annual renewable energy generation,Environmental,19200,MWh,27.428571,,https://source.arctal.ai/entities/investment-energy-resources-corporacion-multi-inve/alloc-report__2025__sustainalytics-fourth-review-2026-impact-reporting-cmi__2026-02-18__ff3e5182a29b.pdf#page=5,"StandardMetric: true | StandardUnit: true | PerMillionUSD: 19,200.00 MWh (from source, denom=bond, entry=project); 19,200.00 / 700.0M USD = 27.43 MWh/$M

Extraction notes:
p6: stated as 19.2 MWh but converted to 19,200 MWh (GWh→MWh ×1000). Bond-specific value."
US46143NAB64,13,Investment Energy Resources,700000000,USD,700000000.0,Renewable Energy,Installed renewable energy capacity,Environmental,70,MW,0.1,,https://source.arctal.ai/entities/investment-energy-resources-corporacion-multi-inve/alloc-report__2025__sustainalytics-fourth-review-2026-impact-reporting-cmi__2026-02-18__ff3e5182a29b.pdf#page=5,"StandardMetric: true | StandardUnit: true | PerMillionUSD: 70.00 MW (from source, denom=bond, entry=project); 70.00 / 700.0M USD = 0.10 MW/$M

Extraction notes:
p6: Choluteca solar project capacity. Bond-specific value."
